restaurant_id,restaurant_name,zip_or_postal_code,KEEP,PROMOTE,REMOVE,REFRESH_RECIPE,REPOSITION,ADD_NEW_ITEM,SEASONAL_SPECIAL,EXPAND_CATEGORY,PRICE_OPTIMIZATION
12468,Wendy's,38117,"Breakfast Burrito | Sausage, Egg & Swiss Croissant | Kids' Cheeseburger","Breakfast Burrito, Sausage | Taco Salad | Apple Pecan Salad | Cobb Salad",6 Piece French Toast Sticks | Apple Bites | Baconator Fries | Cheese Fries | Chocolate Milk,Breakfast Baconator(r) | Sausage Gravy & Biscuit | Parmesan Caesar Salad | Grilled Chicken Wrap | Simply Orange(r) Juice,Kids' 2 Pc. Tenders,Healthy lunch salad | Limited-time specialty pizza,"Apple Pecan Salad | Cobb Salad | Breakfast Burrito, Sausage | Taco Salad | Parmesan Caesar Salad",Expand Tacos/Burritos,Jr. Hamburger | 4 Pc. Crispy Chicken Nuggets | Egg & Cheese Biscuit | 4 Pc. Spicy Chicken Nuggets | Jr. Cheeseburger
12764,McDonald's,38138,2 Sausage Burrito Meal | Sausage Burrito | Honest Kids(r) Organic Apple Juice Drink | Filet-o-fish(r) Meal | Double Filet-o-fish(r) Meal,2 Hot Honey Snack Wrap(r) Meal | Hot Honey Snack Wrap(r) And Spicy Snack Wrap(r) Meal | Hot Honey Snack Wrap(r) And Ranch Snack Wrap(r) Meal | Hot Honey Mccrispy Meal | Bacon Hot Honey Mccrispy Meal,Medium Sprite(r) | Medium Diet Coke(r) | Dasani(r) Bottled Water | Medium Dr Pepper(r) | Medium Fanta(r) Orange,2 Large Fries | Medium Unsweetened Iced Tea | Medium Southern Style Sweet Tea | Bottled Orange Juice | Medium Southern Style Sweet Tea Lemonade,Hot Honey Sausage Egg Biscuit | Hot Honey Snack Wrap(r) | Hot Honey Sausage Egg Biscuit Meal | Hot Honey Mccrispy | Bacon Hot Honey Mccrispy,Healthy lunch salad | Limited-time specialty pizza,2 Hot Honey Snack Wrap(r) Meal | Hot Honey Snack Wrap(r) And Spicy Snack Wrap(r) Meal | Hot Honey Snack Wrap(r) And Ranch Snack Wrap(r) Meal | Hot Honey Mccrispy Meal | Bacon Hot Honey Mccrispy Meal,Expand Tacos/Burritos,English Mcmuffin(r) | Bagel | Egg Biscuit | Sausage Mcmuffin(r) | Hamburger
12824,Magnolia & May,38117,Apple & Butternut Squash Salad | Kids Grilled Cheese | Cobb Salad | House Salad | Caesar Salad,Cobb Salad,Dr.pepper | Coke | Diet Coke | Sprite | Kale Slaw(v),Root Beer | Orange Soda | Double Cheeseburger | Pimento Cheese (no Nuts) | Sausage & Cheese Board,Collard Green & Fried Chicken Melt | Collard And Fried Chicken Melt,Limited-time specialty pizza,Collard Green & Fried Chicken Melt | Collard And Fried Chicken Melt | Cobb Salad | Kids Grilled Cheese | Apple & Butternut Squash Salad,Expand Salads,Tacos Brunch | Double Cheeseburger | Distinguished Guest Breakfast | Brunchwrap Supreme | Patty Melt
12864,McDonald's,38119,2 Sausage Burrito Meal | Honest Kids(r) Organic Apple Juice Drink | Sausage Burrito | Medium Hot Tea | Filet-o-fish(r) Meal,2 Hot Honey Snack Wrap(r) Meal | Hot Honey Snack Wrap(r) And Spicy Snack Wrap(r) Meal | Hot Honey Snack Wrap(r) And Ranch Snack Wrap(r) Meal,Hash Browns,Hash Browns | Apple Slices | 3 Half Strips Bacon | 2 Half Strips Bacon | Round Egg,Classic Big Mac(r) Pack | Classic Cheeseburger Pack | Big Mac(r) Meal,Healthy lunch salad | Limited-time specialty pizza,2 Hot Honey Snack Wrap(r) Meal | Hot Honey Snack Wrap(r) And Spicy Snack Wrap(r) Meal | Hot Honey Snack Wrap(r) And Ranch Snack Wrap(r) Meal | Hot Honey Mccrispy Meal | Bacon Hot Honey Mccrispy Meal,Expand Tacos/Burritos,English Mcmuffin(r) | Bagel | Classic Big Mac(r) Pack | Mcchicken(r) | Egg Biscuit
12944,East End Grill,38125,Buffalo Chicken Quesadilla | Chili Texas Style No Beans Bowl | Soup Of The Day Bowl | Red Beans & Rice Bowl | East End Seafood Gumbo Bowl,Beef Quesadilla | Southwestern Chicken Quesadilla | Chicken Quesadilla | East End Nachos | Fish Taco,French Silk Pie,Cheese Fries | Caribbean Cheese Steak | Big Apple Dog Add Chili & Cheese | Grouper Reuben | French Silk Pie,Fried Pickles | Red Beans & Rice | Filet | Beef-ka-bobs,Limited-time specialty pizza,East End Nachos | Grilled Steak & Onion | Chicken-ka-bob Platter | Chili Texas Style No Beans Bowl | Chicken Salad,Expand Tacos/Burritos | Expand Salads | Expand Wings/Chicken,Make It A Platter Add French Fries Or Onion Rings | Make It A Platter
13076,Taco Bell,38119,Cantina Chicken Burrito Combo | Cantina Chicken Burrito Meal | Cantina Chicken Quesadilla Meal | Variety Taco Party Pack | Crispy Chicken Nuggets Deluxe Combo,Mini Taco Salad | Cheese Quesadilla | Avocado Ranch Chicken Stacker | Cantina Chicken Crispy Taco | Steak Quesadilla,Black Beans And Rice,Classic Stacker | Beefy Potato Loaded Griller | Steak Garlic Nacho Fries | Black Beans And Rice | Black Beans,Mini Taco Salad,Healthy lunch salad,Mini Taco Salad | Cheese Quesadilla | Avocado Ranch Chicken Stacker | Cantina Chicken Crispy Taco | Steak Quesadilla,Expand Tacos/Burritos | Expand Pizza/Flatbreads,Supreme Variety Taco Party Pack | Variety Taco Party Pack | Cheesy Roll Up | Supreme Soft Taco Party Pack | Supreme Taco Party Pack
13112,Taco Bell,38119,Veggie Meal For 2 | Cantina Chicken Burrito Combo | Nachos Bellgrande(r) Combo | Cantina Chicken Burrito Meal | Cantina Chicken Quesadilla Meal,Mini Taco Salad | Cheese Quesadilla | Avocado Ranch Chicken Stacker | Cantina Chicken Crispy Taco | Steak Grilled Cheese Burrito Combo,Black Beans And Rice,Classic Stacker | Beefy Potato Loaded Griller | Steak Garlic Nacho Fries | Black Beans And Rice | Black Beans,Mini Taco Salad,Healthy lunch salad,Mini Taco Salad | Cheese Quesadilla | Avocado Ranch Chicken Stacker | Cantina Chicken Crispy Taco | Steak Quesadilla,Expand Tacos/Burritos | Expand Pizza/Flatbreads,Supreme Variety Taco Party Pack | Variety Taco Party Pack | Supreme Soft Taco Party Pack | Supreme Taco Party Pack | Meal For 4
13152,McDonald's,38118,2 Spicy Snack Wrap(r) Meal | Spicy Mccrispy Meal | Deluxe Spicy Mccrispy Meal | 2 Ranch Snack Wrap(r) Meal | 20 Pc. Chicken Mcnuggets(r) & 2 Medium Fries,2 Hot Honey Snack Wrap(r) Meal | Hot Honey Snack Wrap(r) And Spicy Snack Wrap(r) Meal | Hot Honey Snack Wrap(r) And Ranch Snack Wrap(r) Meal,Hash Browns | Apple Slices | 3 Half Strips Bacon | 2 Half Strips Bacon | Round Egg,Mcchicken(r) | 6 Pc. Chicken Mcnuggets(r) | 4 Pc. Chicken Mcnuggets(r) | Medium French Fries | Egg Cheese Biscuit,2 Large Fries | Big Mac(r) | Classic Big Mac(r) Pack | Classic Cheeseburger Pack | Big Mac(r) Meal,Healthy lunch salad | Limited-time specialty pizza,2 Hot Honey Snack Wrap(r) Meal | Hot Honey Snack Wrap(r) And Spicy Snack Wrap(r) Meal | Hot Honey Snack Wrap(r) And Ranch Snack Wrap(r) Meal | Hot Honey Mccrispy Meal | Bacon Hot Honey Mccrispy Meal,Expand Wings/Chicken,Classic Quarter Pounder(r) With Cheese Pack | Classic Big Mac(r) Pack | Classic Cheeseburger Pack | English Mcmuffin(r) | Bagel
14020,Taco Bell,38118,Doritos(r) Cheesy Gordita Crunch - Nacho Cheese | Mexican Pizza Combo | Cheesy Gordita Crunch | Chalupa Supreme | Veggie Mexican Pizza,Mini Taco Salad | Cheese Quesadilla | Avocado Ranch Chicken Stacker | Cantina Chicken Crispy Taco | Black Bean Grilled Cheese Burrito - Black Beans,Black Beans And Rice | Black Beans | Guacamole,Steak Garlic Nacho Fries | Large Nacho Fries | Loaded Beef Nachos | Chips And Nacho Cheese Sauce | Chips And Nacho Supreme Dip,Mini Taco Salad,Healthy lunch salad,Mini Taco Salad | Cheese Quesadilla | Avocado Ranch Chicken Stacker | Cantina Chicken Crispy Taco | Crunchwrap Supreme(r),Expand Pizza/Flatbreads | Expand Tacos/Burritos,Classic Stacker | Supreme Variety Taco Party Pack | Meal For 4 | Supreme Soft Taco Party Pack | Supreme Taco Party Pack
14380,McDonald's,38018,2 Sausage Burrito Meal | Sausage Burrito | Honest Kids(r) Organic Apple Juice Drink | Filet-o-fish(r) Meal | Double Filet-o-fish(r),2 Hot Honey Snack Wrap(r) Meal | Hot Honey Snack Wrap(r) And Spicy Snack Wrap(r) Meal | Hot Honey Snack Wrap(r) And Ranch Snack Wrap(r) Meal | Hot Honey Mccrispy Meal | Bacon Hot Honey Mccrispy Meal,Hash Browns | Apple Slices | 3 Half Strips Bacon | 2 Half Strips Bacon | Round Egg,Egg Cheese Bagel | Egg Cheese Biscuit | Mcchicken(r) | 4 Pc. Chicken Mcnugget(r) Happy Meal(r) | 6 Pc. Chicken Mcnuggets(r),Hot Honey Snack Wrap(r) | Hot Honey Sausage Egg Biscuit | Hot Honey Sausage Egg Biscuit Meal | Hot Honey Mccrispy | Bacon Hot Honey Mccrispy,Healthy lunch salad | Limited-time specialty pizza,2 Hot Honey Snack Wrap(r) Meal | Hot Honey Snack Wrap(r) And Spicy Snack Wrap(r) Meal | Hot Honey Snack Wrap(r) And Ranch Snack Wrap(r) Meal | Hot Honey Mccrispy Meal | Bacon Hot Honey Mccrispy Meal,Expand Tacos/Burritos,English Mcmuffin(r) | Bagel | Sausage Mcmuffin(r) | Egg Biscuit | Sausage Mcgriddles(r)
14772,Starbucks,38111,Spicy Falafel Pocket | Evolution Fresh(r) Organic Super Fruit Greens | Sugar-free Caramel Protein Matcha | Caramel Protein Matcha | Sugar-free Vanilla Protein Matcha,"Vanilla Protein Latte | Sugar-free Caramel Protein Latte | Sugar-free Vanilla Protein Latte | Caramel Protein Latte | Double-smoked Bacon, Cheddar & Egg Sandwich","Petite Vanilla Bean Scone | All In Madagascar Vanilla, Honey & Almonds Bar | Siete Sea Salt Kettle Cooked Potato Chips | Marshmallow Dream Bar | Mango Dragonfruit Refresher",Perfect Bar(r) - Dark Chocolate Chip Peanut Butter | Horizon Organic(r) Lowfat Milk | Horizon Organic(r) Lowfat Chocolate Milk | Sol-ti(r) Turmeric Supershot(r) | Sol-ti(r) Ginger Supershot(r),Iced Caramel Protein Latte | Iced Sugar-free Caramel Protein Latte | Iced Sugar-free Vanilla Protein Latte | Iced Vanilla Protein Latte | Cortado,Korean BBQ taco or bowl | Signature chicken special,Spicy Falafel Pocket | Vanilla Protein Latte | Sugar-free Caramel Protein Latte | Sugar-free Vanilla Protein Latte | Caramel Protein Latte,Expand Pizza/Flatbreads,Coffee Traveler - Decaf Pike Place(r) Roast | Coffee Traveler - Pike Place(r) Roast | Avocado Spread | Jalapeno Chicken Pocket
14860,McDonald's,38125,2 Sausage Burrito Meal | 2 Spicy Snack Wrap(r) Meal | Spicy Mccrispy Meal | Sausage Burrito | Deluxe Spicy Mccrispy Meal,2 Hot Honey Snack Wrap(r) Meal | Hot Honey Snack Wrap(r) And Spicy Snack Wrap(r) Meal | Hot Honey Snack Wrap(r) And Ranch Snack Wrap(r) Meal,Hash Browns,Egg Cheese Biscuit | Hash Browns | Apple Slices | 3 Half Strips Bacon | 2 Half Strips Bacon,Hot Honey Snack Wrap(r) | Hot Honey Mccrispy | Bacon Hot Honey Mccrispy | Medium French Fries | Big Mac(r),Healthy lunch salad | Limited-time specialty pizza,2 Hot Honey Snack Wrap(r) Meal | Hot Honey Snack Wrap(r) And Spicy Snack Wrap(r) Meal | Hot Honey Snack Wrap(r) And Ranch Snack Wrap(r) Meal | Hot Honey Mccrispy Meal | Bacon Hot Honey Mccrispy Meal,Expand Tacos/Burritos | Expand Wings/Chicken,Classic Quarter Pounder(r) With Cheese Pack | Classic Big Mac(r) Pack | Classic Cheeseburger Pack | English Mcmuffin(r) | Bagel
14908,Brookhaven Pub & Grill,38117,Caesar Salad Grilled Salmon | Specialty Salads Hepel Grilled Salmon | Pork Pot Stickers | Soup Of The Day Bowl | Caesar Salad Ribeye With Crumbled Bleu Cheese,Taco Salad,"Balsamic Tomatoes | Vegetable Medley - Squash, Zucchini, Onions | Frips | Basket | Chips & Salsa",French Dip | Memphis Melt | Chicken Spinach Wrap | Chicken Salad Bruchetta | Specialty Salads Chicken Salad,Cajun Chicken Wrap | Chicken Soup Bowl | Sausage And Chicken Gumbo Bowl,Limited-time specialty pizza,Chicken Tenders Grilled Instead | Home-style Chili Bowl | Chicken Spinach Wrap | Chicken Salad Bruchetta | Specialty Salads Chicken Salad,Expand Tacos/Burritos,Chicken Soup Cup | Caesar Small | Home-style Chili Cup | Sausage And Chicken Gumbo Cup | Tortilla Chips
15012,McDonald's,38128,2 Spicy Snack Wrap(r) Meal | Spicy Mccrispy Meal | Deluxe Spicy Mccrispy Meal | 2 Ranch Snack Wrap(r) Meal | 20 Pc. Chicken Mcnuggets(r) & 2 Medium Fries,2 Hot Honey Snack Wrap(r) Meal | Hot Honey Snack Wrap(r) And Spicy Snack Wrap(r) Meal | Hot Honey Snack Wrap(r) And Ranch Snack Wrap(r) Meal,Medium Sprite(r),Egg Cheese Bagel | Egg Cheese Biscuit | Medium Sprite(r) | Medium Diet Coke(r) | Medium Caramel Cappuccino,Medium French Fries | Big Mac(r) | Classic Big Mac(r) Pack | Classic Cheeseburger Pack | Big Mac(r) Meal,Healthy lunch salad | Limited-time specialty pizza,2 Hot Honey Snack Wrap(r) Meal | Hot Honey Snack Wrap(r) And Spicy Snack Wrap(r) Meal | Hot Honey Snack Wrap(r) And Ranch Snack Wrap(r) Meal | Hot Honey Mccrispy Meal | Bacon Hot Honey Mccrispy Meal,Expand Wings/Chicken | Expand Tacos/Burritos,Classic Big Mac(r) Pack | Classic Cheeseburger Pack | English Mcmuffin(r) | Bagel | 40 Pc. Chicken Mcnuggets(r) & 2 Large Fries
15096,Dunkin',38002,Avocado Spread | Ultimate Bacon Jam Breakfast Sandwich | Egg And Cheese | Sweet Black Pepper Bacon Breakfast Sandwich | Bacon Egg And Cheese,Bacon & Cheddar Omelet Bites | Bacon Jam Grilled Cheese | Grilled Cheese,Sweet Black Pepper Snackin' Bacon,Ham & Swiss Croissant Stuffer | Bagel With Cream Cheese Spread | Plain Stuffed Bagel Minis | Everything Stuffed Bagel Minis | Wake-up Wrap(r) - Turkey Sausage Egg And Cheese,Loaded Hash Browns | Bagel | Valentine's Munchkins(r) Tins 25-count,Healthy lunch salad | Korean BBQ taco or bowl | Limited-time specialty pizza,Bacon & Cheddar Omelet Bites | Bacon Jam Grilled Cheese | Grilled Cheese,Expand Breakfast,Box O' Joe(r) Hot Chocolate | Dozen Donuts | Valentine's Munchkins(r) Tins 25-count
15748,Moondance Grill,38138,Fresh Ahi Tuna Stack | Tp's House Salad | Caesar Salad | Bowl Soup Of The Day | Bowl She-crab Soup,Lemon Caper Chicken | Grilled Chicken Sandwich | Add Grilled Chicken | Add Grilled Salmon | Grilled Salmon,Pineapple | Sweet Potato Casserole | Candied Bacon Brussels Sprouts | Broccolini | Fruit,Grilled Cheese | Loaded Potato Croquette | Shoestring Fries | Steak Fries | Loaded Baked Potato,Dozen Chargrilled | Half Chargrilled | Grilled Asparagus | Beef Wellington | Lobster Roll,Limited-time specialty pizza,Beef Wellington | Dozen Chargrilled | Half Chargrilled | Bowl Chicken Tortilla Soup | Cajun Crawfish Pasta,Expand Burgers/Sandwiches,Braised Beef Short Ribs | 8 Oz Filet | Plain Pasta | 16 Oz Ribeye | Lemon Caper Chicken
74324,Taco Bell,38671,Cantina Chicken Quesadilla | Steak Quesadilla | Chicken Quesadilla | 3 Cheese Chicken Flatbread Melt | Cantina Chicken Burrito Combo,Mini Taco Salad | Cheese Quesadilla | Avocado Ranch Chicken Stacker | Cantina Chicken Crispy Taco | Creamy Chipotle Crispy Chicken Burrito,Mtn Dew(r) Baja Blast(r) Freeze | Pepsi(r) | Blue Raspberry Freeze | Mtn Dew(r) | Pineapple Lime Rockstar(r) Energy Refresca - Medium,Steak Garlic Nacho Fries | Classic Stacker | 5 Piece Crispy Chicken Nuggets | 10 Piece Crispy Chicken Nuggets | Crispy Chicken Strips 4pk,Crunchwrap Supreme(r),Healthy lunch salad,Mini Taco Salad | Cheese Quesadilla | Avocado Ranch Chicken Stacker | Cantina Chicken Crispy Taco | Steak Quesadilla,Expand Tacos/Burritos | Expand Pizza/Flatbreads,Cheesy Roll Up | Cinnabon Delights(r) 2 Pack | Cheesy Fiesta Potatoes | Supreme Soft Taco Party Pack | Supreme Taco Party Pack
74696,Wendy's,38671,Sausage Biscuit | Sausage Gravy & Biscuit,"Taco Salad | Apple Pecan Salad | Breakfast Burrito, Sausage | Cobb Salad",Chocolate Milk | Milk | Pure Life(r) Bottled Water | 6 Piece French Toast Sticks | Apple Bites,Parmesan Caesar Salad | Grilled Chicken Wrap | Kids' 4pc Nuggets | 6 Pc. Crispy Chicken Nuggets | 4 Pc. Crispy Chicken Nuggets,Kids' 2 Pc. Tenders,Healthy lunch salad | Limited-time specialty pizza,"Apple Pecan Salad | Cobb Salad | Breakfast Burrito, Sausage | Taco Salad | Kids' 2 Pc. Tenders",Expand Tacos/Burritos,Egg & Cheese Biscuit | Jr. Hamburger | Jr. Cheeseburger | Jr. Cheeseburger Deluxe | 4 Pc. Crispy Chicken Nuggets
75244,Krystal,38671,12 Krystals(r) And 12 Spicy Wings,12 Krystals(r) And 12 Spicy Wings,Half Gallon Beverages | 2 Apple Pies | Junkyard Fries | Party Fries | Chili Cheese Fries,12 Spicy Wings | 12 Chik(r) Biscuits | 12 Krystals(r) And 12 Spicy Wings | 24 Spicy Wings | 12 Corn Pups,12 Spicy Wings,Healthy lunch salad | Korean BBQ taco or bowl | Limited-time specialty pizza,Junkyard Fries,Expand Wings/Chicken,"Krystal Catch | 12 Original Sausage Scramblers | 12 Sausage Egg & Cheese Biscuits | 24 Krystal, Party Fries, And Half Gallon Beverage | 12 Krystals(r) And 12 Chiks(r) Combo"
121539,Cottage Restaurant,38122,Grilled Half Pound Black Angus Burger | Grilled Herbed Chicken Breast | Vegetarian Soup Selection Of The Day Bowl | Roasted Pumpkin Pizza Pie | Grilled Skinless Chicken Breast,Grilled Cajun Shrimp | House Smoked Grilled Cajun Ribeye Steak | Wilted Spinach Salad | Caesar Salad | The Cranberry Salad,Cumin Spiked Black Beans | Creamed Spinach | Mashed Potatoes | Fried Green Beans,Corn Pudding | Truffle Fries | Maryland Style Crabcake | Asian Braised Lamb Shank | Pan Roasted Flat Iron Pork Steak,Grilled Asparagus,Healthy lunch salad,Grilled Cajun Shrimp | House Smoked Grilled Cajun Ribeye Steak | Grilled Herbed Chicken Breast | Grilled Skinless Chicken Breast,Expand Salads | Expand Wings/Chicken,House Smoked Grilled Cajun Ribeye Steak
121543,Ruby Tuesday #3278,38134,Grilled Chicken California Primavera Pasta,Grilled Chicken California Primavera Pasta | Crispy Chicken Mac 'n Cheese,Crispy Chicken Minis,Crispy Chicken Minis | Sampler Trio | Grilled Chicken Sandwich | Avocado Turkey Burger | Classic Cheese Minis,Grilled Chicken Sandwich,Healthy lunch salad | Korean BBQ taco or bowl,Grilled Chicken California Primavera Pasta | Crispy Chicken Mac 'n Cheese,Expand Pizza/Flatbreads,Crispy Chicken Minis | Classic Cheese Minis | Grilled Chicken California Primavera Pasta | Crispy Chicken Mac 'n Cheese
121611,B J's Buffalo Style Hot Wings,38116,House Salad Small | House Salad Large | Grilled Chicken Salad | Chicken Fried Chicken Salad | 50 Pc Buffalo Wing,Grilled Chicken Salad,Diet Coke Medium | Sprite Medium | Dr. Pepper Large | Strawberry Medium | Strawberry Large,3 Pc Memphis Style Whole Wings 3 Pc Combo | 3 Pc Memphis Style Whole Wings | 5 Pc Memphis Style Whole Wings 5 Pc Combo | 5 Pc Memphis Style Whole Wings | Chicken Tenders Basket,Grilled Chicken Salad,Korean BBQ taco or bowl | Limited-time specialty pizza,Grilled Chicken Salad | Chicken Fried Chicken Salad,Expand Salads,Hamburger | Cheeseburger | Chicken Sandwich | Diet Coke Medium | Sprite Medium
121623,Sekisui Cordova,38016,Crispy Seafood Tower | House Salad | Seaweed Salad | Chicken Teriyaki Salad,Ceveche | Seared Tuna Salad,Seared Escolar,Grilled Tofu | Green Tea Ice Cream | Red Bean Ice Cream | Vanilla Ice Cream | Tempura Ice Cream,Skewered Beef & Scallions | Grilled Smelt | Hoke-gilled Salted Mackerel | Teriyaki Lamb,Korean BBQ taco or bowl | Limited-time specialty pizza,Ceveche | Seared Tuna Salad | Chicken Teriyaki Salad,Expand Salads,House Salad
173308,Popeyes,38104,Spicy Chicken Sandwich Combo | Flounder Fish Sandwich Combo,Cajun Fries,Bottled Water | Fanta Orange(r) | Coca-cola | Diet Coke | Fanta Strawberry,Shrimp Tackle Box Combo | Shrimp Tackle Box,Cajun Fries,Healthy lunch salad | Korean BBQ taco or bowl | Limited-time specialty pizza,Cajun Fries,Expand Seafood,16pc Signature Chicken Family Meal | 16pc Tenders | Wings & Sandwiches Bundle | 12pc Signature Chicken Family Meal | Biscuit
173340,Subway,38122,Pizza Sub | Grilled Chicken | Sweet Onion Chicken Teriyaki(r) | Honest Kids(r) Super Fruit Punch | Peppercorn Ranch Chicken,Italian Trio,Gogo Squeez(r) Apple Apple | Miss Vickie's(r) Salt & Vinegar | Lays(r) Classic | Cheetos(r) Crunchy | Doritos(r) Nacho Cheese,Pepsi(r) | Gatorade(r) Cool Blue | Pepsi(r) Zero Sugar | Diet Pepsi(r) | Mountain Dew(r),Spicy Nacho Chicken,Korean BBQ taco or bowl,Spicy Nacho Chicken | Grilled Chicken | Peppercorn Ranch Chicken | Grilled Chicken & Avocado | Baja Chicken,Expand Pizza/Flatbreads | Expand Wings/Chicken,1% Low Fat Milk | Lays(r) Baked Original | Honest Kids(r) Super Fruit Punch | Oatmeal Raisin Cookie | Raspberry Cheesecake Cookie
178580,Phoenix Southern Grill,38114,Fish Salad | House Salad (small) | House Salad (large) | Catfish & Fries | Beyond Meat Veggie Burger,Chicken Salad | Whole Wings | Party Wings | Chicken Tenders | 2-piece Catfish & 3 Wings,Kool Aid (small),Kool Aid (small) | Phoenix Punch (large) | Bottled Water | Can Drink | Phoenix Punch (small),Chicken Salad,Korean BBQ taco or bowl | Limited-time specialty pizza,Chicken Salad,Expand Salads | Expand Wings/Chicken | Expand Burgers/Sandwiches,Whole Wings | Party Wings | Beef (4 Oz.) | 2-piece Catfish & 3 Wings
178756,McDonald's®,38127,Mcchicken(r) | 3 Piece Mccrispy Strips | Deluxe Mccrispy | 6 Pc. Chicken Mcnuggets(r) | 4 Pc. Chicken Mcnuggets(r),2 Hot Honey Snack Wrap(r) Meal | Hot Honey Snack Wrap(r) And Spicy Snack Wrap(r) Meal | Hot Honey Snack Wrap(r) And Ranch Snack Wrap(r) Meal | 20 Pc. Chicken Mcnuggets(r) & 2 Medium Fries | 40 Pc. Chicken Mcnuggets(r),Medium Coke(r),Hash Browns | Medium Sprite(r) | Medium Diet Coke(r) | Medium Caramel Cappuccino | Medium Iced Caramel Macchiato,Medium French Fries | Big Mac(r) | 2 Large Fries | Big Mac(r) Meal | Classic Big Mac(r) Pack,Healthy lunch salad | Limited-time specialty pizza,2 Hot Honey Snack Wrap(r) Meal | Hot Honey Snack Wrap(r) And Spicy Snack Wrap(r) Meal | Hot Honey Snack Wrap(r) And Ranch Snack Wrap(r) Meal | Hot Honey Mccrispy Meal | Bacon Hot Honey Mccrispy Meal,Expand Wings/Chicken | Expand Tacos/Burritos,Classic Big Mac(r) Pack | Box Of Decaf Coffee | Box Of Coffee | Classic Cheeseburger Pack | Honest Kids(r) Organic Apple Juice Drink
179136,McDonald's®,38116,2 Sausage Burrito Meal | 2 Spicy Snack Wrap(r) Meal | Spicy Mccrispy Meal | Deluxe Spicy Mccrispy Meal | Sausage Burrito,2 Hot Honey Snack Wrap(r) Meal | Hot Honey Snack Wrap(r) And Spicy Snack Wrap(r) Meal | Hot Honey Snack Wrap(r) And Ranch Snack Wrap(r) Meal,Medium Sprite(r) | Medium Diet Coke(r) | Medium Caramel Cappuccino | Medium Iced Caramel Macchiato | Medium Mocha,Mcchicken(r) | 6 Pc. Chicken Mcnuggets(r) | 4 Pc. Chicken Mcnuggets(r) | 4 Piece Mccrispy Strips | 4 Pc. Chicken Mcnugget(r) Happy Meal(r),Classic Big Mac(r) Pack | Classic Cheeseburger Pack | Big Mac(r) Meal,Healthy lunch salad | Limited-time specialty pizza,2 Hot Honey Snack Wrap(r) Meal | Hot Honey Snack Wrap(r) And Spicy Snack Wrap(r) Meal | Hot Honey Snack Wrap(r) And Ranch Snack Wrap(r) Meal | Hot Honey Mccrispy Meal | Bacon Hot Honey Mccrispy Meal,Expand Tacos/Burritos,English Mcmuffin(r) | Bagel | Egg Biscuit | Sausage Mcmuffin(r) | Hamburger
180376,McDonald's®,38118,20 Pc. Chicken Mcnuggets(r) & 2 Medium Fries | 40 Pc. Chicken Mcnuggets(r) | 40 Pc. Chicken Mcnuggets(r) & 2 Large Fries | Hot 'n Spicy Mcchicken(r) Meal | 2 Spicy Snack Wrap(r) Meal,2 Hot Honey Snack Wrap(r) Meal | Hot Honey Snack Wrap(r) And Spicy Snack Wrap(r) Meal | Hot Honey Snack Wrap(r) And Ranch Snack Wrap(r) Meal,Hash Browns | Apple Slices | 3 Half Strips Bacon | 2 Half Strips Bacon | Round Egg,Mcchicken(r) | 4 Pc. Chicken Mcnugget(r) Happy Meal(r) | 3 Piece Mccrispy Strips | 6 Pc. Chicken Mcnuggets(r) | 4 Pc. Chicken Mcnuggets(r),Big Mac(r) | 2 Large Fries | Classic Big Mac(r) Pack | Classic Cheeseburger Pack | Big Mac(r) Meal,Healthy lunch salad | Limited-time specialty pizza,2 Hot Honey Snack Wrap(r) Meal | Hot Honey Snack Wrap(r) And Spicy Snack Wrap(r) Meal | Hot Honey Snack Wrap(r) And Ranch Snack Wrap(r) Meal | Hot Honey Mccrispy Meal | Bacon Hot Honey Mccrispy Meal,Expand Wings/Chicken,Box Of Decaf Coffee | Box Of Coffee | Classic Big Mac(r) Pack | English Mcmuffin(r) | Bagel
180472,McDonald's®,38111,2 Sausage Burrito Meal | Honest Kids(r) Organic Apple Juice Drink | Medium Unsweetened Iced Tea | Medium Southern Style Sweet Tea | Medium Southern Style Sweet Tea Lemonade,Honest Kids(r) Organic Apple Juice Drink,Hash Browns | Apple Slices | 3 Half Strips Bacon | 2 Half Strips Bacon | Round Egg,Chicken Mcgriddles(r) | Hot Honey Snack Wrap(r) | Hot Honey Mccrispy | Bacon Hot Honey Mccrispy | 3 Piece Mccrispy Strips Meal,Honest Kids(r) Organic Apple Juice Drink,Healthy lunch salad | Limited-time specialty pizza,2 Hot Honey Snack Wrap(r) Meal | Hot Honey Snack Wrap(r) And Spicy Snack Wrap(r) Meal | Hot Honey Mccrispy Meal | Hot Honey Snack Wrap(r) And Ranch Snack Wrap(r) Meal | Bacon Hot Honey Mccrispy Meal,Expand Tacos/Burritos,English Mcmuffin(r) | Bagel | Egg Biscuit | Hamburger | Mcchicken(r)
