restaurant_name,object_key,zip_or_postal_code,style,cuisines,restuarent_type,rating,review_count,Menu_iteams
SWTCC MACON CAFETERIA,2460169,38134,Generic Restaurant,,,,0,Veggie Wraps Out | Gatorade | Chicken Salad Bowl | Ham Wrap | Beef Hot Dog | Can Drinks | Bottled Water | Chicken Salad Sandwich | Turkey Wrap Out | Turkey Sandwich | Beef Burger | Ham Sandwich | Turkey Burger | Black/bean/veggie Burger
One & Only BBQ,1243019,38120,Barbecue,"barbecue, sandwiches, exclusive to eats, family friendly, bbq joint, bbq, dining and drinking, grill, hot dogs, american, barbeque, restaurant",Casual Dining,4.3,420,Half Bbq Nachos | (5) Smoked Chicken Drummie Dinner (2 Sides) | Whole New York Style Cheesecake | 1/3 (4 Bones) Pork Ribs (1 Side) | Side Onion Rings | T-shirt | (3) Smoked Jumbo Whole Wing Dinner (1 Side) | 1/3 Lb Pulled Pork Shoulder Sandwich | Green Beans Pint | (6) Smoked Jumbo Whole Wings | Jumbo Sliced Turkey Breast Sandwich | Green Beans Quart | Smoked Meat Combo 1/2 (6 Bones) Ribs + Meat 2 | 1/2 (6 Bones) Pork Ribs (1 Side) | 1/3 Lb Polish Keilbasa Sausage Sandwich | Fanta | (6) Chicken Tenders | Full House Salad Pan | Jumbo Pulled Chicken Sandwich | Bbq Baked Beans Gallon | Half Strawberry Fields Salad Pan | (1) Fried Jumbo Whole Wing | 1/2 Lb Smoked Chicken | (1) Pork (2) Chicken Sliders | New York Style Cheesecake | Side Fresh Cut Fruit | Mac & Cheese Gallon | (3) Smoked Jumbo Whole Wings | 1 Lb Sliced Brisket French Dip With Au Jus | Smoked Meat Combo 1/2 (6 Bones) Ribs + Meat 1 | 1/2 Onion Rings | (5) Fried Chicken Tender Dinner (2 Sides) | 1 Lb Smoked Polish Kielbasa Sausage | Full (12 Bones) Pork Ribs | Sliced Turkey Breast Dinner (1 Side) | Fresh Cut Fruit Gallon | Full Smoked Sausage + Cheese Plate | (1) Turkey Slider | 1/4 Lb Beef Hot Dog | Jumbo Chicken Leg Quarter (1 Side) | Full (7 Bones) Beef Ribs | Full Strawberry Fields Salad Pan | Pork Shoulder Dinner (1 Side) | (1) Pork Slider | Coke | Sweet Tea Gallon | Hi-c | Hoagie Roll | (4) Deviled Eggs | Pulled Chicken Dinner (1 Side) | Side Green Beans | Sm Strawberry Fields Forever Salad | (1) Chicken Drummie | (1) Chicken Slider | 1/2 (6 Bones) Pork Ribs (2 Sides) | Hot Bbq Sauce Pint | (2) Pork (1) Chicken Sliders | Mild Bbq Sauce Quart | 1/3 Lb Pulled Chicken Sandwich | 1 Lb Pork Shoulder | Kid's Bbq Pulled Pork Sandwich | (24) Smoked Jumbo Whole Wings | Mac & Cheese Pint | Bbq Grilled Bologna Sandwich | Full Onion Rings | Green Beans Gallon | Jumbo Chicken Leg Quarter | The Feast (3-5 Guests) | (2) Chicken Sliders | Kid's Cheeseburger | Diet Dr Pepper | 1 Lb Sliced Smoked Turkey | Jumbo Pulled Pork Shoulder Sandwich | Side Mac & Cheese | Spicy Bbq Sauce Gallon | (3) Chicken Sliders | (3) Fried Jumbo Whole Wing Dinner (1 Side) | Coca-cola Zero | Side French Fries | (5) Smoked Chicken Drummie Dinner (1 Side) | Side Sweet Potato Fries | Twice-baked Potato Salad Quart | 1/4 Lb Cheeseburger | Full Bbq Nachos | Kid's Grilled Cheese | (3) Chicken Tenders | Bbq Baked Beans Pint | Jumbo Chicken Leg Quarter (2 Sides) | 1/2 Lb Sliced Beef Brisket Sandwich | Half Bbq Quesadilla | (3) Smoked Jumbo Whole Wing Dinner (2 Sides) | 1/2 Smoked Sausage + Cheese Plate | 1/3 Lb Sliced Turkey Breast Sandwich | Mild Bbq Sauce Pint | (1) Beef Slider | 1/2 Lb Smoked Polish Keilbasa Sausage | 1/3 (4 Bones) Pork Ribs (2 Sides) | The Junk Yard Dog | Side Vegan Bbq Baked Beans | 1/2 Lb Sliced Turkey Breast Sandwich | 1/2 Lb Pork Shoulder | Beef Ribs (3 Bones) Dinner (1 Side) | Full (12 Bones) Pork Ribs (2 Sides) | Vegan Bbq Baked Beans Quart | (5) Fried Chicken Tender Dinner (1 Side) | Vegan Bbq Baked Beans Pint | (1) Pork (1) Chicken Sliders | (2) Pork Sliders | Side Mustard Potato Salad | Sliced Turkey Breast Dinner (2 Sides) | Bbq Baked Beans Quart | Unsweet Tea Gallon | Whole Chocolate Cake | (1) Deviled Egg | Mustard Potato Salad Quart | (4) Fried Jumbo Whole Wing Dinner (2 Sides) | 1/2 Lb Sliced Beef Brisket Dinner (2 Sides) | 1 Lb Smoked Chicken | Full Fried Dill Pickle Chips | (12) Smoked Jumbo Whole Wings | The Feast (8-10 Guests) | 1/2 Lb Sliced Beef Brisket Dinner (1 Side) | Chocolate Cake | Coleslaw Quart | Full Bbq Quesadilla | Whole White Cake | Twice-baked Potato Salad Gallon | (3) Chicken Drummies | (1) Beef Rib | (3) Fried Jumbo Whole Wings | Millie's Banana Pudding | Diet Coke | 1/2 Lb Sliced Brisket French Dip With Au Jus | Coleslaw Pint | (6) Fried Jumbo Whole Wings | 1/2 Lb Sliced Smoked Turkey | Fresh Cut Fruit Quart | Sm House Salad | Whole Millie's Banana Pudding | 1/2 (6 Bones) Pork Ribs | Pink Lemonade Gallon | Spicy Bbq Sauce Pint | Fresh Cut Fruit Pint | Hot Bbq Sauce Gallon | Mild Bbq Sauce Gallon | Spicy Bbq Sauce Quart | Lg House Salad | Mac & Cheese Quart | Pink Lemonade | Polish Keilbasa Sausage (2 Sides) | Coleslaw Gallon | Smoked Sausage & Cheese Platter | Hot Bbq Sauce Quart | Kid's Chicken Tenders (2) | Dry Rub 8oz Bottle | Pulled Chicken Dinner (2 Sides) | Kid's Mac & Cheese | 1/2 Fried Dill Pickle Chips | Vegan Bbq Baked Beans Gallon | (6) Chicken Drummies | 1/2 Sweet 1/2 Lemonade | Vanilla Cake | Full (12 Bones) Pork Ribs (1 Side) | Side Coleslaw | (4) Smoked Jumbo Whole Wing Dinner (2 Sides) | (3 Bones) Beef Ribs (2 Sides) | (3) Fried Jumbo Whole Wing Dinner (2 Sides) | Lg Strawberry Fields Forever Salad | Polish Keilbasa Sausage (1 Side) | (1) Smoked Jumbo Whole Wing | Mustard Potato Salad Gallon | Pork Shoulder Dinner (2 Sides) | Side Twice-baked Potato Salad | Sweet Tea | Mustard Potato Salad Pint | (3) Pork Sliders | Kid's Turkey Hot Dog | The Feast (11-15 Guests) | (1) Chicken Tender | Half House Salad Pan | Bread (dozen) | (4) Smoked Jumbo Whole Wing Dinner (1 Side) | 1/2 Lb Smash Burger | Kid's Chicken Sandwich | (4) Fried Jumbo Whole Wing Dinner (1 Side) | Sprite | Side Bbq Baked Beans | Tortilla Chips | Dr Pepper | Twice-baked Potato Salad Pint
SHWARMA KING,2461927,38134,Sandwiches,"sandwiches, vegetarian, desserts, mediterranean, greek",,,0,Garlic Potatoes | Mango Juice | Pizza Gyro Shwarma Whole | Water | Salad | Falafel | Regular Salad | Sauce | Beef Kuftah | Chicken Kabob | Dr.pepper | Family 2 | Lemonade | Kunafah | Chicken Kuftah Sandwich | Pizza Cheese Slice | Spring Rolls | Grape Leaves | Mix Kabab (1) Beef Kabob & (1) Chicken Kabob | Fish Filet | Mix Shawarma (gyro &chicken) | Chicken Shwarma | Meat | Strawberry Juice | Coke | Mixed Shwarma Sandwich Gyro& Chicken | Falafel Sandwich | Nescafe | Fassouilia (beans) | One Boll Falafel | Chicken Shawarma Salad | Chicken Kuftah | Iraqi Lamb Kuftah | Family | Baba Ghanouj | Rice | Bread | Tahini | Chicken Kabob Salad | Foul Mudammes | Tzatziki | Iraqi Bread | Gyro | Mocha Frappe | Betefour | Peach Juice | Pepsi | Vegetarian | Fries | 6pc. Wings | Baklava | Beef Kuftah Sandwich | Iraqi Tea | Lentil Soup | Spanikopita | Arabic Coffee | Chicken Kabob Sandwich | Gyro Salad | Chicken Shwarma Sandwhich | Sweet Tea | Pizza Chicken Shwarma Slice | Pizza Chicken Shwarma Whole | Hummus | Pizza Gyro Shwarma Slice | Pizza Cheese Whole | Sprite
CARACAS FOOD,2514947,38134,Venezuelan,"venezuelan, latin american, burgers",,5.0,2,Cachapa Carne Mechada Y Queso | Hamburguesa 2 Proteinas | Empanada Carne Mechada | Malta | Hamburguesa Parrillera | Pepi Perro Parrillero | Perro Normal | Promo Cachapa Doble | Jugo De Fresa | Cachapa Doble Queso | Arepa 2 Proteinas | Pepito 1 Proteina | Cachapa Doble Queso Y Parrilla | Jugo De Piña | Uva | Empanada De Pollo | Empanadas Jamón Y Queso | Hamburguesa 1 Proteina | Arepa Parrillera | Queso Y Nata | Pepito Parrillero | Hamburguesa 3 Proteinas | Cachapa Con Cochino | Pepi Perro | Sodas | Frescolita | Empanada Queso | Jugos-batidos-merengadas | Platano Con Queso | Perro Especial | Jugo De Mango | Cachapa Parrillera
AL MEDINA MARKET AND DEL,2338954,38018,Mediterranean,"mediterranean, vegetarian, palestinian",,,0,Chocolate Muse Cheese Cake | Egg Bakery | Small Salad | Baked Chicken Plate (2pc) | Cannoli | Tanoor Bakery Chocolate Roll | Chicken Shawarma With Salad | Falafel Bugeutte Sub | Cheese Open Bakery | Pita Bread | Jello | Cola | Shawarma Baguette Sub | Meat | Baked Lamb Plate (1 Pc) | French Fries Large Plate | Falafel Sandwich | Spinach Closed Bakery | Rice Pudding | Zatar Bakery | Mini Cheese Cake | Large Salad | Shawarma Palestinian Pita | Mansaf Plate (2pc) | Baked Chicken Plate (1pc) | Pizza Bakery | Big Chocolate Cup | Zatar Open Bakery | Shawarma Sandwich | Falafel Plate | Mansaf Plate (1pc) | Mix Pickles | Falafel 2 Pc | Cheese Cake Slice | Vegetarian Sandwich | Arabic Salad | Cheese Bakery | French Fries | Baked Lamb Plate (2pc) | Chicken Shawarma Plate | Meat Pizza Bakery | Chicken Bakery | Yogurt Salad | Hummus | Chicken Shawarma Sandwich (combo1) | Baba Ghannoj
ZEN SCALP LOUNGE,2465492,38016,Generic Restaurant,,,,0,Zen Ultimate Scalp Spa | Signature Scalp Spa | Foot Soak Herbal | Ear Relax | [coming Soon] Zen Signature Scalp Spa | Facial | Zen Signature Scalp Spa | [coming Soon] Zen Ultimate Scalp Spa | Basic Scalp Spa
PopPop’s Pitstop BBQ,2535870,38018,American,"american, burgers, bbq",,,0,Water | 50 Pc Wings | 10 Pc Combo (fries) | 3 Pc Combo (fries) | 2 Pc Fish & Fries | Smoked Sausage | 7 Pc Combo (fries) | Smoke Sausage Combo (fries) | 10 Pc Wings Only | Fish Sandwich | Soda | 5 Pc Combo (fries) | Fries (large) | 100 Pc Wings | Sweet Tea | Turkey Leg
County Line Chicken & Deli,2101312,38118,American,"american, wings, comfort food",,4.558803535010196,500,3pc Whole Wings | Honey Hot Sauce Dipping Cup | 20pc Dark | Nacho Beef & Cheese | 60pc Party Wings | Fajita Chicken Wrap | Small Okra | Blt | Cajun Turkey Sandwich | Bleu Cheese Dressing Dipping Cup | Philly Chicken | Nacho Supreme | Ground Beef & Cheese Fries | 3pc Fish 5pc Shrimp | Strawberry Shortcake | 5pc Party Wings | Large Potato Babys | 3pc Chocolate Chip Cookie | 10pc Dark | 20pc Whole Wings | Chilly Cheese Fries | Sweet & Sour Sauce Dipping Cup | Barbecue Sauce Dipping Cup | Philly Steak Fries | Italian Dressing Dipping Cup | Coke 12oz Can | 30pc Whole Wings | 2pc Fish 5pc Shrimp | Brisk 12oz Can | Large Fries | Fried Fish Salad | 10pc Hot Wings | 50pc Whole Wings | 5pc Hot Wings | Ranch Dressing Dipping Cup | Beef & Cheese Burrito | Buffalo Sauce Dipping Cup | Small Onion Rings | Large Okra | Fish Sandwich | Large Onion Rings | 1pc Chicken Tender | Jalapeno Dipping Cup | Mountain Dew 12oz Can | Philly Cheese Steak | Regular Chicken Sandwich | 10pc Party Wings | 10pc Shrimp | Philly Chicken Fries | Turkey Salad | Honey Mustard Sauce Dipping Cup | Caramel Cake | Buffalo Chicken Wrap | Small Hush Puppies | Spicy Chicken Sandwich | Strawberry Cake | Golden Sauce Dipping Cup | 15pc Shrimp | 1pc Chicken Thigh | Lemon Cake | Garlic Parmesean Sauce Dipping Cup | Pepsi 12oz Can | Cheese Burger | 3pc Dark | 3pc Mix | Gyro | 50pc Chicken Tenders | 1pc Chicken Leg | Triple Cheese Burger | 100pc Hot Wings | Veggie Salad | Gyro Cheese Fries | Nacho Chilli & Cheese | Corndog | Grilled Chicken Salad | 3pc Chicken Tenders | Cheese Fries | Small Fries | Small Potato Babys | Fried Chicken Salad | Turkey Sandwich | 20pc Hot Wings | Loaded Fried Chicken Cheese Fries | 1pc Fish 5pc Shrimp | Sweey & Chilly Sauce Dipping Cup | 5pc Shrimp | Chocolate Cake | 5pc Fish | Double Cheese Burger | Philly Cheese Burger | 2pc Fish | Honey Gold Sauce Dipping Cup | Thousand Island Dressing Dipping Cup | 10pc Whole Wings | 20pc Chicken Tenders | Crispy Chicken Wrap | Mozzarella Sticks 6pc | 10pc Chicken Tenders | Carrot Cake | 8pc Dark | Diet Coke 12oz Can | Dr Pepper 12oz Can | 100pc Party Wings | 1pc Whole Wing | Red Velvet Cake | Gyro Salad | 20pc Party Wings | 6pc Chicken Tenders | Fried Fish & Shrimp Salad | 6pc Whole Wings | Tartar Sauce Dipping Cup | 30pc Chicken Tenders | Turkey Wrap | 3pc Fish | Nacho Chicken & Cheese | Large Hush Puppies | 60pc Hot Wings | Sprite 12oz Can | 6pc Mix | Nacho Cheese | 1pc Fish | 40pc Hot Wings | 40pc Party Wings
DESOTO SNOW & CREAMERY,2459957,38672,Ice Cream Parlor,"ice cream parlor, shaved ice, dessert shop, dining and drinking, ice cream & frozen yogurt",,,0,Vanilla Milkshake | Island Hoping Regular | Regular Cup Ic | Scoop Of Ice Cream | I Do Regular | Puppy Love Long Sleeve | Large Sb | Ice Cream Sandwiches | Extra Hot Fudge | I Do Large | Regular Skillet Cookie | Peanut Butter And Banana | Ice Cream Cake Hearts | Party Up To 20 Guests | Derby Pie | Hot Fudge | Medium Sb | Regular Cone | Baseball Cap | Brownie Sundae 2 Scoops Ice Cream | Medium Ice | Other Milkshakes | Regular Skillet Cookie With Ice Cream | Banana Split Nachos | Small Sb | Cheesecake Slice | Chess Square Sundae 2 Scoop | Ice Cream Pints | Banana Split | Extra Hot Fudge Topping | Nola Large | Chess Squares | Small Ice | Large Ice | Brownie | Small Cone | Small Skillet Cookie With Ice Cream | Large Cup Ic | Choc Covered Strawberries | Chess Square Tray (12) | Small Cup Ic | Chess Square Sundae | Brownie Tray (12) | Custom Banana Split Nachos | Ice Cream Scoop | Extra Scoop Of Ice Cream Meaning Two Scoops Of Ice Cream | Custom Banana Split | Waffle Cone | Brownie Sundae 1 Scoop Ice Cream | Small Skillet Cookie | Movie Date Regular | Hot Fudge Topping | Nola Regular | Island Hoping Large | Movie Date Large | Additional Scoop
KEMET COFFEE,2457500,38668,Coffee & Tea,"coffee & tea, breakfast & brunch",,,0,French Toast Special | Kids Pancake Special | Veggie Omelet | Kemet Classic Breakfast | Doppio | Egg & Cheese Croissant | Southern Soul Omelette | Country Time Omelet | Grit Bowl | Red Bull 12 Oz | Breakfast Wrap | Tiki Breeze Energy | Ham & Turkey Salad | Red Bull Infusion | Potato Bowl | Turkey Salad | Feeling Porky | Ham Salad | Biscuit And Gravy | Biscuit Your Way | Grilled Chicken Salad | Buttery Croissant | Burrito Your Way | Matcha | Avocado Toast And Eggs | Garden Salad | Breakfast Sandwich W/cheese | Kemet Breakfast Wrap | Pancake Stack | Can Soda | Kemet Breakfast Croissant
MARISCOS SINALOA,1846813,38122,Seafood Restaurant,"seafood restaurant, mexican, dining and drinking, seafood, mexican restaurant, taco, restaurant",,0.0,3,"Frijol | Aguachile Jugo | Burrito De Asada | Caldo Solo De Camaron Chico | Charola De 50 | Coca Botella Grande | Orden Camaron Cucaracha | Tacos De Marlin | Camaron Pulpo Ceviche | Refresco Botella | Aguas Horchata | Huevos Montados | Menudo Mediano | Fajita De Res Con Camaron | Orden Camaron Empanizado | Taco Gobernador | Aguas Pepino | Fajita De Camaron | Menudo Grande | Quesadilla Kids | Taco Carne Asada | Agua Mineral Clamato | Empanadas De Camaron | Tacos Capeados Camaron | Media De Preparado Ostiones | Orden Camarones Ajillo | Champurrado Vaso Grande | Molcajete Caliente | Filete Al Vapor | Cheese Dip | Campechano | Orden Ceviche Camaron Y Pulpo | Aguachile Rojo | Atole Taza | Tostada De Camaron | Orden De Callo Hacha | Extra Salsa | Camaron Extra | Ensalada Carne Asada | Tostada Mixta | Ceviche Camaron Orden | Ceviche Mixta Charola | Charola De Camarones Para Pelar | Hamburguesa Kids | Michelada Sin Camarone | Tacos Dorados Orden | Champurrado Taza | Bistec Ranchero | Coctel De Camaron | Taco Asada Con Arroz Kids | Mojo Ajo Charola | Aguachile Mixto | Sopes / Asada (pollo)o Desebrada | Ceviche Especial (cama,pes Y Pulpo) | Tacos Capeados Pescado | Tostada De Camaron Y Pulpo | Aguas Jamaica | Tacos De Pollo | Red Snaper (huachinango ) Xl | Buñuelos | Filete Pescado A La Plancha | Tostada Especial | Arroz Chino | Torre Mariscos Gigante | Orden Ceviche Especial Cam Pes Y Pulp | Ceviche Pescado Orden | Ensalada Pollo | Mojarra Al Mojo De Ajo | Camarones Empanizados Kids | Jugo De Naranja De Niño | Agua Mineral Limon | Tostada Aguachile | Tostada De Jaiba | Torta De Asada | Quesadilla De Asada | Camarones Zarandeados | Cafe | Tostada De Pescado | Carne Asada | Ceviche Camaron Charola | Ceviche Camaron Litro Togo | Orden Camaron Ala Roca | Taco Perron | Capirotada Medio Litro | Mojarra Sola Sin Nada | Quesadilla Asada | Fiesta Charola | Guacamole | Sopa Marinera | Botana Camarones Para Pelar | Cucaracha Charola | 6 Ostiones Normales | Arroz | Charola A La Diabla | S | 3 Rollos Camaron | Aguachile Verde | Coctel De Camaron Y Pulpo | Flautas (4 Pzs) | Caldo De Camaron | Extra Tostada | Taco Dorados De Camaron | Agua Jamaica Kids | Tostada De Pulpo | Camarones Culichi | Ensalada De Camaron | Atole Blanco Vaso Grande 32 Onz | Orden Camaron Ala Diabla | Filete Empanizado | Huevos Rancheros | Extra Mayonesa | Michelada 5 Camarone | Tropicana Jugo | 4 Empanadas | Aguachile Mango | Birria Plato O Vaso Togo | Camaron Pulpo Ceviche Charola | Charola Empanizados | Orden Ceviche Mixto Camaron Y Pescado | Pulpo | Ceviche Pulpo Orden | Extra Pescado | Fajita De Res | Flan | Mojarra Frita Grande | Churros | Refresco Lata | Ceviche Mixto (camaron Y Pescado ) Orden | Agua Pepino Kids | Agua Natural | Molcajete Frio | Pastel | Taco Asada Sin Verdura Kids | Agrega Arroz Y Frijole | Quesadilla Asada Arroz Y Frijoles | Mojarra A La Diabla | 4 Tacos D Papa Y Carne Res Desebrada | Agua Horchata Kids | Pulpo La Diabla | Chicken Nuggets Kids | Huevos Con Chorizo | Molcajete Mar Y Tierra | Taco Asada Tortilla Mano | Camarones Momia Rellenos | Felete Prescado Con Camarones | Cocktel Camaron Pulpo Callo Almeja"
MISSISSIPPI ALE HOUSE,2457193,38654,Dining and Drinking,"dining and drinking, bar, beer bar",Casual Dining,,0,T-shirt | Sweatshirt | Mississippi Ale House Beer | 5.9 And Lower | 6%-7.5% | Pick 6 | Sticker | 7.6% - 10.3% | Crowler | Keg $100 | Flight
MOCHIATSU,2395847,38672,Donut Shop,"donut shop, korean, bubble tea, coffee and tea, hot dog, dining and drinking, dessert shop, hot dog joint, hot dogs, restaurant, donuts",,4.1000000000000005,68,Dark Roast Vietnamese Coffee Bag | Lemon Green Tea | 12 Mochisada | Coffee Milk Tea | Dubai Chocolate Croffle | Grapefruit Iced Tea | Coffee Croffle | Dozen (12) | Strawberry Iced Tea | Strawberry Milk Tea | Iced Vietnamese Coffee | Single Donut | Guava Iced Tea | Pineapple Green Tea | Grapefruit Green Tea | Peach Green Tea | Cheese Dip | Brown Sugar Milk Tea | Oreo Croffle | Passion Fruit Iced Tea | Tiramisu Milk Tea | 35 Mochisada | 6 Mochisada | Honeydew Milk Tea | Matcha Milk Tea | Matcha Cream Coffee | Egg Cream Coffee | Honey Iced Tea | Coconut Milk Tea | Mango Green Tea | Thai Milk Tea | Ube Cream Coffee | Mango Milk Tea | Strawberry Green Tea | Watermelon Iced Tea | Ube Cream Matcha Latte | Cookie Butter Cream Coffee | Takis Fries | Watermelon Green Tea | Vanilla Milk Tea | Salted Cold Foam Coffee | 3 Mochisada | Green Tea | Light Roast Vietnamese Coffee Bag | Regular Fries | Honey Green Tea | Cheetos Fries | Guava Green Tea | Banana Milk Tea | Lemon Iced Tea | Strawberry Croffle | Strawberry Banana Croffle | Taro Milk Tea | Hand-whisked Matcha Latte | Half Dozen (6) | Medium Roast Vietnamese Coffee Bag | Mango Iced Tea | Chocolate Milk Tea | Lychee Iced Tea | Passion Fruit Green Tea | Strawberry Matcha Latte | Classic Bubble Milk Tea | Lychee Green Tea | S'mores Croffle | 20 Mochisada | Passion Fruit Croffle | Green Apple Green Tea | Iced Vietnamese Latte | Iced Vietnamese Black Coffee | Ice Tea | Green Apple Iced Tea | Peach Iced Tea | Pineapple Iced Tea | Drip Coffee
TACONGANAS OLIVE BRANCH,2443977,38654,Generic Restaurant,,,,0,Veggie Taco | Birria Melt Barbacoa | Chicharron Taco | Asada Taconganas | Camaron Torta | Chicharron Quesadilla | Asada Torta | Chicharron Taconganas | Camaron Taconganas | Pastor Taco | Veggie Quesadilla | Camaron Taco | Barbacoa Taco | Pastor Quesadilla Conganas | Jarritos | Asada Taco | Barbacoa Taconganas | Limes | Pastor Quesadilla | Carnitas Torta | Pastor Torta | Barbacoa Quesadilla | Pollo Taco | Agua / Water | Birria Pizza (al Pastor) | Camaron Burrito | Birria Melt Pollo | Pollo Quesadilla | Curtido - Regular | Barbacoa Torta | Birria Pizza (veggie) | Carnitas Quesadilla Conganas | Birria Melt Al Pastor | Coca-cola | Camaron Quesadilla | Birria Pizza (camaron) | Carnitas Burrito | Chicharron Quesadilla Conganas | Birria Ramen | Barbacoa Quesadilla Conganas | Queso Quesadilla | Carnitas Quesadilla | Cilantro | Veggie Torta | Pastor Burrito | Birria Melt Veggie | Pollo Torta | Birria Melt Asada | Birria Melt Camaron | Chicharron Torta | Pico De Gallo | Shrimp Pizza | Birria Pizza | Veggie Taconganas | Carnitas Taco | Birria Pizza (asada) | Asada Quesadilla /conganas | Asada Quesadilla | Asada Burrito | Barbacoa Burrito | Carnitas Taconganas | Veggie Burrito | Consome | Pollo Burrito | Pollo Quesadilla Conganas | Birria Melt | Curtido - Large | Onions | Birria Pizza (pollo) | Camaron Quesadilla Conganas | Chicharron Burrito | Pollo Taconganas | Pastor Taconganas
Sun Of A Vegan,2300500,38115,Burgers,"burgers, tacos, restaurant, vegan and vegetarian restaurant, dining and drinking, comfort food, vegan",Casual Dining,,0,Chedda Bay Crab Balls W\ Cajun Apple Slaw | Water | Cheese Sauce 4oz | Chipotle Crema (fry Sauce) | Chickpea Tuna Salad Sandwich | Cup Of Chili | S.o.v Nacho Supreme (regular) | Grilled Pbj And Fruit | All The Heat Burger | Varsity Combo – Super Taco + Mushrooms + Sov Drink | (4) Deluxe Deep Fried Tacos | Oyster Po' Boy | Quesadilla Small | Nacho Mini | Loaded Taco Glow-up Combo | Big Mac & Cheese Burger | (3) Deluxe Tacos | The Rodeo Burger | Lrg Onion Rings | The Phil Fry | Memphis Munchwrap | Large Fry | Chipotle Peppered Patty Melt | Have It All Combo | The Memphis Mane Combo | Creamy Dill Ranch 2oz | The Comeback Combo | Bbq Chipotle Vicken Nachos (regular) | Oyster Mushroom Basket | 1 Deluxe Taco | Hall Pass Lunch – Tuna Sandwich Combo | S.o.v Nacho Supreme ( Shareable) | The Fajita Burger | Mac N Cheese | Mac & Cheese | Side Of Slaw | Onion Rings | Regular Fry | Bbq Chipotlé Vicken Nachos ( Shareable) | Side Of Beans | Quesadilla Large | Sov Deluxe Taco Bowl | Sampler Platter | Grilled Cheese And Chips | Half Order Of Oyster Mushrooms (vegan Wings) | Chili Cheese Dip | Fried Pickles | Grilled Cheese & Chili Combo | Jumbo Chopped Vicken Bbq Sandwich | Ranch | Taco Glow-up Combo | The Something Simple Burger | Sov Lemonade (16oz) | Bowl Of Chili | Sov Signature Chopped Cheese | Grilled Cheese | Sov Lemonade (9oz) | Abc Special – Grilled Cheese Combo | (6) Deluxe Deep Fried Tacos | All Tops Burger
Mantra Indian Grill,2433483,38138,Soup,"soup, vegetarian friendly, indian restaurant, dining and drinking, chicken, grill, south asian, seafood, salads, dessert, curry, restaurant, indian",Casual Dining,0.0,20,Pickles | Mango Fruit Custard | Veggie Pakora | Ginger Chicken | Lamb Saag | Karahi Chicken | Fish Curry | Tandoori Shrimp | Garlic Naan | Gulab Jamun | Onion Kulcha | Bhindi Fry | Salty Lassi | Chilli Paneer | Masala Tea | Palak Paneer | Poori | Aloo Palak | Bhindi Masala | Paneer Paratha | Papad | Chicken 65 | Aloo Mutter | Chicken Chettinadu | Chilli Chicken | Lamb Vindaloo | Sweet Lassi | Tandoori Chicken | Roti | Chicken Malai Curry | Gobi Manchuria | Raitha | Bullet Naan | Shrimp Vindaloo | Vegetable Jalfreizi | Shrimp Malai Curry | Veggie Biryani | Kadai Paneer | Paneer Bhurji | Paneer Tikka | Dal Soup | Cabbage Fry | Rice | Malai Kofta | Vegetable Khorma | Egg Bonda | Soft Drinks | Paneer Tikka Masala | Sabzi Saag Malai | Naan | Lamb Curry | Chicken Fried Rice | Fish Biryani | Fish Tikka Masala | Garlic Chicken | Bread Pakora | Chicken Biryani | Egg Bhurji (spicy Indian Scrambled Eggs) | Shrimp Biryani | Veggie Fried Rice | Iced Unsweetened Tea | Chicken Vindaloo | Egg Curry | Chickpea Salad | Tomato Soup | Chicken Pakora | Green Salad | Chicken Korma | Aloo Bonda | Egg Biryani | Paneer Biryani | Karahi Lamb | Tomato Dal | Vegetable Chettinadu | Chicken Jalfreizi | Lamb Roganjosh | Chicken Curry | Dal Fry | Egg Fried Rice | Fish Pakora | Methi Chicken | Channa Masala | Mango Lassi | Chicken Tikka Masala | Cheese Naan | Lamb Korma | Vegetable Tikka Masala | Cheese Paratha | Mirchi Bhajji | Aloo Paratha | Lamb Tikka Masala | Paneer Pakora | Potato Fry | Aloo Gobi | Butter Chicken | Iced Sweet Tea | Samosa | Rice Kheer | Saag Chicken | Lemon Rice | Mutter Paneer | Lamb Biryani | Paneer Butter Masala | Channa Saag
