state,county,zcta,zcta_geoid,county_geoid
31,039,68788,86000US68788,05000US31039
31,039,68716,86000US68716,05000US31039
31,039,68791,86000US68791,05000US31039
31,039,68004,86000US68004,05000US31039
53,069,98647,86000US98647,05000US53069
53,069,98621,86000US98621,05000US53069
53,069,98612,86000US98612,05000US53069
53,069,98643,86000US98643,05000US53069
35,011,88134,86000US88134,05000US35011
35,011,88136,86000US88136,05000US35011
35,011,88119,86000US88119,05000US35011
31,109,68358,86000US68358,05000US31109
31,109,68368,86000US68368,05000US31109
31,109,68419,86000US68419,05000US31109
31,109,68372,86000US68372,05000US31109
31,109,68404,86000US68404,05000US31109
31,109,68438,86000US68438,05000US31109
31,109,68430,86000US68430,05000US31109
31,109,68317,86000US68317,05000US31109
31,109,68526,86000US68526,05000US31109
31,109,68339,86000US68339,05000US31109
31,109,68516,86000US68516,05000US31109
31,109,68523,86000US68523,05000US31109
31,109,68512,86000US68512,05000US31109
31,109,68461,86000US68461,05000US31109
31,109,68506,86000US68506,05000US31109
31,109,68502,86000US68502,05000US31109
31,109,68522,86000US68522,05000US31109
31,109,68532,86000US68532,05000US31109
31,109,68520,86000US68520,05000US31109
31,109,68510,86000US68510,05000US31109
31,109,68508,86000US68508,05000US31109
31,109,68528,86000US68528,05000US31109
31,109,68503,86000US68503,05000US31109
31,109,68505,86000US68505,05000US31109
31,109,68527,86000US68527,05000US31109
31,109,68504,86000US68504,05000US31109
31,109,68507,86000US68507,05000US31109
31,109,68521,86000US68521,05000US31109
31,109,68524,86000US68524,05000US31109
31,109,68531,86000US68531,05000US31109
31,109,68402,86000US68402,05000US31109
31,109,68514,86000US68514,05000US31109
31,109,68517,86000US68517,05000US31109
31,109,68462,86000US68462,05000US31109
31,109,68336,86000US68336,05000US31109
31,109,68428,86000US68428,05000US31109
31,129,68974,86000US68974,05000US31129
31,129,68961,86000US68961,05000US31129
31,129,68964,86000US68964,05000US31129
31,129,68957,86000US68957,05000US31129
31,129,68934,86000US68934,05000US31129
31,129,68943,86000US68943,05000US31129
31,129,68978,86000US68978,05000US31129
72,085,00771,86000US00771,05000US72085
46,099,57106,86000US57106,05000US46099
46,099,57105,86000US57105,05000US46099
46,099,57197,86000US57197,05000US46099
46,099,57117,86000US57117,05000US46099
46,099,57110,86000US57110,05000US46099
46,099,57103,86000US57103,05000US46099
46,099,57068,86000US57068,05000US46099
46,099,57005,86000US57005,05000US46099
46,099,57107,86000US57107,05000US46099
46,099,57104,86000US57104,05000US46099
46,099,57033,86000US57033,05000US46099
46,099,57035,86000US57035,05000US46099
46,099,57055,86000US57055,05000US46099
46,099,57020,86000US57020,05000US46099
46,099,57041,86000US57041,05000US46099
46,099,57003,86000US57003,05000US46099
46,099,57030,86000US57030,05000US46099
46,099,57018,86000US57018,05000US46099
46,099,57022,86000US57022,05000US46099
48,327,76848,86000US76848,05000US48327
48,327,76841,86000US76841,05000US48327
48,327,76859,86000US76859,05000US48327
06,091,95910,86000US95910,05000US06091
06,091,96111,86000US96111,05000US06091
06,091,95944,86000US95944,05000US06091
06,091,89439,86000US89439,05000US06091
06,091,96126,86000US96126,05000US06091
06,091,96125,86000US96125,05000US06091
06,091,95936,86000US95936,05000US06091
06,091,96118,86000US96118,05000US06091
06,091,96124,86000US96124,05000US06091
21,053,42602,86000US42602,05000US21053
21,053,42603,86000US42603,05000US21053
39,063,44804,86000US44804,05000US39063
39,063,45858,86000US45858,05000US39063
39,063,45889,86000US45889,05000US39063
39,063,45897,86000US45897,05000US39063
39,063,45841,86000US45841,05000US39063
39,063,45867,86000US45867,05000US39063
39,063,45814,86000US45814,05000US39063
39,063,45881,86000US45881,05000US39063
39,063,45868,86000US45868,05000US39063
39,063,45890,86000US45890,05000US39063
39,063,45816,86000US45816,05000US39063
39,063,45840,86000US45840,05000US39063
48,189,79311,86000US79311,05000US48189
48,189,79250,86000US79250,05000US48189
48,189,79021,86000US79021,05000US48189
48,189,79041,86000US79041,05000US48189
48,189,79072,86000US79072,05000US48189
48,189,79032,86000US79032,05000US48189
01,027,36266,86000US36266,05000US01027
01,027,36258,86000US36258,05000US01027
01,027,35082,86000US35082,05000US01027
01,027,36255,86000US36255,05000US01027
01,027,36267,86000US36267,05000US01027
01,027,36251,86000US36251,05000US01027
48,011,79094,86000US79094,05000US48011
48,011,79019,86000US79019,05000US48011
39,003,45806,86000US45806,05000US39003
39,003,45850,86000US45850,05000US39003
39,003,45887,86000US45887,05000US39003
39,003,45804,86000US45804,05000US39003
39,003,45805,86000US45805,05000US39003
39,003,45854,86000US45854,05000US39003
39,003,45801,86000US45801,05000US39003
39,003,45807,86000US45807,05000US39003
39,003,45808,86000US45808,05000US39003
39,003,45820,86000US45820,05000US39003
39,003,45809,86000US45809,05000US39003
39,003,45817,86000US45817,05000US39003
13,189,30808,86000US30808,05000US13189
13,189,30824,86000US30824,05000US13189
55,111,53588,86000US53588,05000US55111
55,111,53583,86000US53583,05000US55111
55,111,53577,86000US53577,05000US55111
55,111,53578,86000US53578,05000US55111
55,111,53937,86000US53937,05000US55111
55,111,53951,86000US53951,05000US55111
55,111,53943,86000US53943,05000US55111
55,111,53561,86000US53561,05000US55111
55,111,53961,86000US53961,05000US55111
55,111,53913,86000US53913,05000US55111
55,111,53959,86000US53959,05000US55111
55,111,53941,86000US53941,05000US55111
05,137,72663,86000US72663,05000US05137
05,137,72533,86000US72533,05000US05137
05,137,72555,86000US72555,05000US05137
05,137,72051,86000US72051,05000US05137
05,137,72567,86000US72567,05000US05137
05,137,72560,86000US72560,05000US05137
05,137,72680,86000US72680,05000US05137
41,063,97857,86000US97857,05000US41063
41,063,97846,86000US97846,05000US41063
41,063,97885,86000US97885,05000US41063
41,063,97828,86000US97828,05000US41063
41,063,97842,86000US97842,05000US41063
42,007,16123,86000US16123,05000US42007
42,007,16136,86000US16136,05000US42007
42,007,15003,86000US15003,05000US42007
42,007,15005,86000US15005,05000US42007
42,007,15061,86000US15061,05000US42007
42,007,15027,86000US15027,05000US42007
42,007,15042,86000US15042,05000US42007
42,007,15009,86000US15009,05000US42007
42,007,15074,86000US15074,05000US42007
42,007,15066,86000US15066,05000US42007
42,007,15010,86000US15010,05000US42007
42,007,15043,86000US15043,05000US42007
42,007,15050,86000US15050,05000US42007
42,007,15077,86000US15077,05000US42007
42,007,15052,86000US15052,05000US42007
42,007,15059,86000US15059,05000US42007
42,007,16115,86000US16115,05000US42007
42,007,15026,86000US15026,05000US42007
42,007,15081,86000US15081,05000US42007
42,007,15001,86000US15001,05000US42007
28,061,39439,86000US39439,05000US28061
28,061,39481,86000US39481,05000US28061
28,061,39366,86000US39366,05000US28061
28,061,39422,86000US39422,05000US28061
28,061,39348,86000US39348,05000US28061
28,061,39347,86000US39347,05000US28061
28,061,39338,86000US39338,05000US28061
28,061,39356,86000US39356,05000US28061
29,083,64740,86000US64740,05000US29083
29,083,64770,86000US64770,05000US29083
29,083,64735,86000US64735,05000US29083
29,083,64788,86000US64788,05000US29083
29,083,65323,86000US65323,05000US29083
29,083,65360,86000US65360,05000US29083
29,083,64726,86000US64726,05000US29083
08,109,81143,86000US81143,05000US08109
08,109,81149,86000US81149,05000US08109
08,109,81155,86000US81155,05000US08109
08,109,81125,86000US81125,05000US08109
08,109,81131,86000US81131,05000US08109
37,037,27208,86000US27208,05000US37037
37,037,27252,86000US27252,05000US37037
37,037,27207,86000US27207,05000US37037
37,037,27559,86000US27559,05000US37037
37,037,27562,86000US27562,05000US37037
37,037,27344,86000US27344,05000US37037
37,037,27312,86000US27312,05000US37037
37,037,27523,86000US27523,05000US37037
37,037,27517,86000US27517,05000US37037
49,033,84086,86000US84086,05000US49033
49,033,84064,86000US84064,05000US49033
49,033,84038,86000US84038,05000US49033
49,033,84028,86000US84028,05000US49033
40,001,74964,86000US74964,05000US40001
40,001,74960,86000US74960,05000US40001
40,001,74965,86000US74965,05000US40001
40,001,74931,86000US74931,05000US40001
39,085,44092,86000US44092,05000US39085
39,085,44094,86000US44094,05000US39085
39,085,44095,86000US44095,05000US39085
39,085,44060,86000US44060,05000US39085
39,085,44077,86000US44077,05000US39085
39,085,44045,86000US44045,05000US39085
39,085,44081,86000US44081,05000US39085
39,085,44057,86000US44057,05000US39085
51,121,24087,86000US24087,05000US51121
51,121,24149,86000US24149,05000US51121
51,121,24073,86000US24073,05000US51121
51,121,24060,86000US24060,05000US51121
51,121,24162,86000US24162,05000US51121
47,065,37379,86000US37379,05000US47065
47,065,37308,86000US37308,05000US47065
47,065,37373,86000US37373,05000US47065
47,065,37350,86000US37350,05000US47065
47,065,37412,86000US37412,05000US47065
47,065,37409,86000US37409,05000US47065
47,065,37407,86000US37407,05000US47065
47,065,37410,86000US37410,05000US47065
47,065,37302,86000US37302,05000US47065
47,065,37404,86000US37404,05000US47065
47,065,37408,86000US37408,05000US47065
47,065,37411,86000US37411,05000US47065
47,065,37421,86000US37421,05000US47065
47,065,37419,86000US37419,05000US47065
47,065,37402,86000US37402,05000US47065
47,065,37403,86000US37403,05000US47065
47,065,37315,86000US37315,05000US47065
47,065,37406,86000US37406,05000US47065
47,065,37351,86000US37351,05000US47065
47,065,37416,86000US37416,05000US47065
47,065,37363,86000US37363,05000US47065
47,065,37415,86000US37415,05000US47065
47,065,37343,86000US37343,05000US47065
47,065,37377,86000US37377,05000US47065
47,065,37341,86000US37341,05000US47065
35,035,88354,86000US88354,05000US35035
35,035,88349,86000US88349,05000US35035
35,035,88347,86000US88347,05000US35035
35,035,88311,86000US88311,05000US35035
35,035,88330,86000US88330,05000US35035
35,035,88325,86000US88325,05000US35035
35,035,88317,86000US88317,05000US35035
35,035,88337,86000US88337,05000US35035
35,035,88352,86000US88352,05000US35035
35,035,88314,86000US88314,05000US35035
35,035,88340,86000US88340,05000US35035
35,035,79837,86000US79837,05000US35035
35,035,88081,86000US88081,05000US35035
35,035,88342,86000US88342,05000US35035
35,035,88350,86000US88350,05000US35035
35,035,88310,86000US88310,05000US35035
35,003,87827,86000US87827,05000US35003
35,003,87829,86000US87829,05000US35003
35,003,87820,86000US87820,05000US35003
35,003,87821,86000US87821,05000US35003
35,003,87830,86000US87830,05000US35003
35,003,87824,86000US87824,05000US35003
35,003,88039,86000US88039,05000US35003
01,091,36738,86000US36738,05000US01091
01,091,36742,86000US36742,05000US01091
01,091,36782,86000US36782,05000US01091
01,091,36763,86000US36763,05000US01091
01,091,36732,86000US36732,05000US01091
01,091,36736,86000US36736,05000US01091
01,091,36754,86000US36754,05000US01091
01,091,36783,86000US36783,05000US01091
01,091,36748,86000US36748,05000US01091
56,023,83128,86000US83128,05000US56023
56,023,83123,86000US83123,05000US56023
56,023,83126,86000US83126,05000US56023
56,023,83119,86000US83119,05000US56023
56,023,83110,86000US83110,05000US56023
56,023,83122,86000US83122,05000US56023
56,023,83112,86000US83112,05000US56023
56,023,83127,86000US83127,05000US56023
56,023,83118,86000US83118,05000US56023
56,023,83124,86000US83124,05000US56023
56,023,83116,86000US83116,05000US56023
56,023,83121,86000US83121,05000US56023
56,023,83101,86000US83101,05000US56023
56,023,83114,86000US83114,05000US56023
29,011,64748,86000US64748,05000US29011
29,011,64769,86000US64769,05000US29011
29,011,64759,86000US64759,05000US29011
29,011,64762,86000US64762,05000US29011
48,057,77983,86000US77983,05000US48057
48,057,77982,86000US77982,05000US48057
48,057,77979,86000US77979,05000US48057
48,057,77978,86000US77978,05000US48057
51,735,23662,86000US23662,05000US51735
54,075,24946,86000US24946,05000US54075
54,075,24954,86000US24954,05000US54075
54,075,24924,86000US24924,05000US54075
54,075,24934,86000US24934,05000US54075
54,075,24927,86000US24927,05000US54075
54,075,24944,86000US24944,05000US54075
54,075,26291,86000US26291,05000US54075
54,075,26209,86000US26209,05000US54075
54,075,24915,86000US24915,05000US54075
54,075,26264,86000US26264,05000US54075
54,075,24920,86000US24920,05000US54075
48,077,76228,86000US76228,05000US48077
48,077,76365,86000US76365,05000US48077
48,077,76305,86000US76305,05000US48077
48,077,76377,86000US76377,05000US48077
48,077,76357,86000US76357,05000US48077
51,095,23185,86000US23185,05000US51095
51,095,23188,86000US23188,05000US51095
51,095,23168,86000US23168,05000US51095
31,101,69153,86000US69153,05000US31101
31,101,69127,86000US69127,05000US31101
31,101,69155,86000US69155,05000US31101
31,101,69144,86000US69144,05000US31101
31,101,69146,86000US69146,05000US31101
31,137,68923,86000US68923,05000US31137
31,137,68949,86000US68949,05000US31137
31,137,68927,86000US68927,05000US31137
31,137,68958,86000US68958,05000US31137
31,137,68940,86000US68940,05000US31137
22,019,70665,86000US70665,05000US22019
22,019,70605,86000US70605,05000US22019
22,019,70668,86000US70668,05000US22019
22,019,70601,86000US70601,05000US22019
22,019,70669,86000US70669,05000US22019
22,019,70615,86000US70615,05000US22019
22,019,70647,86000US70647,05000US22019
22,019,70663,86000US70663,05000US22019
22,019,70611,86000US70611,05000US22019
22,019,70661,86000US70661,05000US22019
22,019,70633,86000US70633,05000US22019
22,019,70646,86000US70646,05000US22019
22,111,71234,86000US71234,05000US22111
22,111,71280,86000US71280,05000US22111
22,111,71241,86000US71241,05000US22111
22,111,71222,86000US71222,05000US22111
22,111,71260,86000US71260,05000US22111
22,111,71277,86000US71277,05000US22111
22,111,71256,86000US71256,05000US22111
40,135,74946,86000US74946,05000US40135
40,135,74954,86000US74954,05000US40135
40,135,74948,86000US74948,05000US40135
40,135,74936,86000US74936,05000US40135
40,135,74955,86000US74955,05000US40135
40,135,74962,86000US74962,05000US40135
40,135,74435,86000US74435,05000US40135
40,135,74945,86000US74945,05000US40135
01,049,35979,86000US35979,05000US01049
01,049,35961,86000US35961,05000US01049
01,049,35962,86000US35962,05000US01049
01,049,35963,86000US35963,05000US01049
01,049,35974,86000US35974,05000US01049
01,049,35967,86000US35967,05000US01049
01,049,35975,86000US35975,05000US01049
01,049,35971,86000US35971,05000US01049
01,049,35968,86000US35968,05000US01049
01,049,35986,86000US35986,05000US01049
01,049,35984,86000US35984,05000US01049
01,049,35988,86000US35988,05000US01049
01,049,35989,86000US35989,05000US01049
01,049,35978,86000US35978,05000US01049
01,049,35981,86000US35981,05000US01049
36,101,14879,86000US14879,05000US36101
36,101,14843,86000US14843,05000US36101
36,101,14810,86000US14810,05000US36101
36,101,14856,86000US14856,05000US36101
36,101,14807,86000US14807,05000US36101
36,101,14809,86000US14809,05000US36101
36,101,14840,86000US14840,05000US36101
36,101,14893,86000US14893,05000US36101
36,101,14826,86000US14826,05000US36101
36,101,14873,86000US14873,05000US36101
36,101,14874,86000US14874,05000US36101
36,101,14529,86000US14529,05000US36101
36,101,14808,86000US14808,05000US36101
36,101,14572,86000US14572,05000US36101
36,101,14858,86000US14858,05000US36101
36,101,14885,86000US14885,05000US36101
36,101,14877,86000US14877,05000US36101
36,101,14898,86000US14898,05000US36101
36,101,14801,86000US14801,05000US36101
36,101,14830,86000US14830,05000US36101
36,101,14839,86000US14839,05000US36101
36,101,14855,86000US14855,05000US36101
36,101,14870,86000US14870,05000US36101
36,101,14827,86000US14827,05000US36101
36,101,14820,86000US14820,05000US36101
36,101,14819,86000US14819,05000US36101
36,101,14821,86000US14821,05000US36101
36,101,14823,86000US14823,05000US36101
42,053,15828,86000US15828,05000US42053
42,053,16239,86000US16239,05000US42053
42,053,16353,86000US16353,05000US42053
42,053,16321,86000US16321,05000US42053
42,053,16370,86000US16370,05000US42053
42,053,16322,86000US16322,05000US42053
22,105,70442,86000US70442,05000US22105
22,105,70422,86000US70422,05000US22105
22,105,70456,86000US70456,05000US22105
22,105,70436,86000US70436,05000US22105
22,105,70465,86000US70465,05000US22105
22,105,70444,86000US70444,05000US22105
22,105,70454,86000US70454,05000US22105
22,105,70403,86000US70403,05000US22105
22,105,70402,86000US70402,05000US22105
22,105,70455,86000US70455,05000US22105
22,105,70401,86000US70401,05000US22105
22,105,70451,86000US70451,05000US22105
22,105,70466,86000US70466,05000US22105
22,105,70446,86000US70446,05000US22105
22,105,70443,86000US70443,05000US22105
51,179,22556,86000US22556,05000US51179
51,179,22134,86000US22134,05000US51179
51,179,22405,86000US22405,05000US51179
51,179,22406,86000US22406,05000US51179
51,179,22554,86000US22554,05000US51179
26,109,49858,86000US49858,05000US26109
26,109,49893,86000US49893,05000US26109
26,109,54177,86000US54177,05000US26109
26,109,49848,86000US49848,05000US26109
26,109,49887,86000US49887,05000US26109
26,109,49821,86000US49821,05000US26109
26,109,49812,86000US49812,05000US26109
26,109,49863,86000US49863,05000US26109
26,109,49896,86000US49896,05000US26109
26,109,49874,86000US49874,05000US26109
26,109,49847,86000US49847,05000US26109
26,109,49886,86000US49886,05000US26109
26,109,49807,86000US49807,05000US26109
26,109,49873,86000US49873,05000US26109
18,073,47978,86000US47978,05000US18073
18,073,47943,86000US47943,05000US18073
18,073,46392,86000US46392,05000US18073
18,073,46310,86000US46310,05000US18073
18,073,47977,86000US47977,05000US18073
13,025,31542,86000US31542,05000US13025
13,025,31553,86000US31553,05000US13025
13,025,31566,86000US31566,05000US13025
13,025,31543,86000US31543,05000US13025
13,171,30204,86000US30204,05000US13171
13,171,30257,86000US30257,05000US13171
18,151,46737,86000US46737,05000US18151
18,151,46776,86000US46776,05000US18151
18,151,46742,86000US46742,05000US18151
18,151,46747,86000US46747,05000US18151
18,151,46779,86000US46779,05000US18151
18,151,46703,86000US46703,05000US18151
48,361,77611,86000US77611,05000US48361
48,361,77630,86000US77630,05000US48361
48,361,77662,86000US77662,05000US48361
48,361,77632,86000US77632,05000US48361
39,047,43142,86000US43142,05000US39047
39,047,43106,86000US43106,05000US39047
39,047,43128,86000US43128,05000US39047
39,047,43160,86000US43160,05000US39047
25,015,01096,86000US01096,05000US25015
25,015,01039,86000US01039,05000US25015
25,015,01066,86000US01066,05000US25015
25,015,01032,86000US01032,05000US25015
25,015,01026,86000US01026,05000US25015
25,015,01070,86000US01070,05000US25015
25,015,01063,86000US01063,05000US25015
25,015,01062,86000US01062,05000US25015
25,015,01060,86000US01060,05000US25015
25,015,01243,86000US01243,05000US25015
25,015,01053,86000US01053,05000US25015
25,015,01035,86000US01035,05000US25015
25,015,01002,86000US01002,05000US25015
25,015,01038,86000US01038,05000US25015
25,015,01012,86000US01012,05000US25015
25,015,01088,86000US01088,05000US25015
25,015,01084,86000US01084,05000US25015
25,015,01003,86000US01003,05000US25015
25,015,01098,86000US01098,05000US25015
25,015,01073,86000US01073,05000US25015
25,015,01075,86000US01075,05000US25015
25,015,01033,86000US01033,05000US25015
25,015,01007,86000US01007,05000US25015
25,015,01050,86000US01050,05000US25015
25,015,01082,86000US01082,05000US25015
25,015,01027,86000US01027,05000US25015
21,003,42120,86000US42120,05000US21003
21,003,42164,86000US42164,05000US21003
21,003,42153,86000US42153,05000US21003
37,001,27253,86000US27253,05000US37001
37,001,27215,86000US27215,05000US37001
37,001,27201,86000US27201,05000US37001
37,001,27258,86000US27258,05000US37001
37,001,27302,86000US27302,05000US37001
37,001,27217,86000US27217,05000US37001
37,001,27244,86000US27244,05000US37001
37,001,27349,86000US27349,05000US37001
37,001,27340,86000US27340,05000US37001
20,073,67047,86000US67047,05000US20073
20,073,67137,86000US67137,05000US20073
20,073,66777,86000US66777,05000US20073
20,073,66863,86000US66863,05000US20073
20,073,66870,86000US66870,05000US20073
20,073,66853,86000US66853,05000US20073
20,073,66860,86000US66860,05000US20073
20,073,67122,86000US67122,05000US20073
20,073,67045,86000US67045,05000US20073
25,025,02111,86000US02111,05000US25025
25,025,02116,86000US02116,05000US25025
25,025,02108,86000US02108,05000US25025
25,025,02110,86000US02110,05000US25025
25,025,02203,86000US02203,05000US25025
25,025,02114,86000US02114,05000US25025
25,025,02109,86000US02109,05000US25025
25,025,02113,86000US02113,05000US25025
25,025,02128,86000US02128,05000US25025
25,025,02152,86000US02152,05000US25025
25,025,02129,86000US02129,05000US25025
25,025,02150,86000US02150,05000US25025
25,025,02151,86000US02151,05000US25025
25,025,02119,86000US02119,05000US25025
25,025,02120,86000US02120,05000US25025
25,025,02115,86000US02115,05000US25025
25,025,02215,86000US02215,05000US25025
25,025,02135,86000US02135,05000US25025
25,025,02134,86000US02134,05000US25025
25,025,02163,86000US02163,05000US25025
25,025,02136,86000US02136,05000US25025
25,025,02126,86000US02126,05000US25025
25,025,02132,86000US02132,05000US25025
25,025,02131,86000US02131,05000US25025
25,025,02121,86000US02121,05000US25025
25,025,02130,86000US02130,05000US25025
25,025,02124,86000US02124,05000US25025
25,025,02125,86000US02125,05000US25025
25,025,02127,86000US02127,05000US25025
25,025,02118,86000US02118,05000US25025
25,025,02199,86000US02199,05000US25025
25,025,02210,86000US02210,05000US25025
16,051,83434,86000US83434,05000US16051
16,051,83450,86000US83450,05000US16051
16,051,83425,86000US83425,05000US16051
16,051,83435,86000US83435,05000US16051
16,051,83442,86000US83442,05000US16051
16,051,83431,86000US83431,05000US16051
16,051,83444,86000US83444,05000US16051
48,177,78159,86000US78159,05000US48177
48,177,78140,86000US78140,05000US48177
48,177,78677,86000US78677,05000US48177
48,177,78614,86000US78614,05000US48177
48,177,78122,86000US78122,05000US48177
48,177,78629,86000US78629,05000US48177
48,177,78632,86000US78632,05000US48177
48,177,78959,86000US78959,05000US48177
47,115,37396,86000US37396,05000US47115
47,115,37340,86000US37340,05000US47115
47,115,37347,86000US37347,05000US47115
47,115,37380,86000US37380,05000US47115
47,115,37405,86000US37405,05000US47115
47,115,37374,86000US37374,05000US47115
47,115,37397,86000US37397,05000US47115
47,115,37356,86000US37356,05000US47115
26,007,49766,86000US49766,05000US26007
26,007,49744,86000US49744,05000US26007
26,007,49753,86000US49753,05000US26007
26,007,49707,86000US49707,05000US26007
21,231,42633,86000US42633,05000US21231
47,185,38579,86000US38579,05000US47185
47,185,38587,86000US38587,05000US47185
47,185,38583,86000US38583,05000US47185
48,147,75449,86000US75449,05000US48147
48,147,75413,86000US75413,05000US48147
48,147,75475,86000US75475,05000US48147
48,147,75439,86000US75439,05000US48147
48,147,75418,86000US75418,05000US48147
48,147,75492,86000US75492,05000US48147
48,147,75438,86000US75438,05000US48147
48,147,75446,86000US75446,05000US48147
48,147,75476,86000US75476,05000US48147
48,147,75447,86000US75447,05000US48147
48,147,75488,86000US75488,05000US48147
48,147,75490,86000US75490,05000US48147
48,147,75479,86000US75479,05000US48147
48,147,75452,86000US75452,05000US48147
20,043,66017,86000US66017,05000US20043
20,043,66008,86000US66008,05000US20043
20,043,66024,86000US66024,05000US20043
20,043,66090,86000US66090,05000US20043
20,043,66087,86000US66087,05000US20043
20,043,66035,86000US66035,05000US20043
48,265,78010,86000US78010,05000US48265
48,265,78024,86000US78024,05000US48265
48,265,78028,86000US78028,05000US48265
48,265,78025,86000US78025,05000US48265
48,265,78058,86000US78058,05000US48265
48,265,78029,86000US78029,05000US48265
12,053,34606,86000US34606,05000US12053
12,053,34604,86000US34604,05000US12053
12,053,34609,86000US34609,05000US12053
12,053,34608,86000US34608,05000US12053
12,053,34607,86000US34607,05000US12053
12,053,34602,86000US34602,05000US12053
12,053,34613,86000US34613,05000US12053
12,053,34601,86000US34601,05000US12053
12,053,34661,86000US34661,05000US12053
12,053,34614,86000US34614,05000US12053
12,129,32358,86000US32358,05000US12129
12,129,32346,86000US32346,05000US12129
12,129,32355,86000US32355,05000US12129
12,129,32327,86000US32327,05000US12129
12,131,32459,86000US32459,05000US12131
12,131,32550,86000US32550,05000US12131
12,131,32439,86000US32439,05000US12131
12,131,32435,86000US32435,05000US12131
12,131,32433,86000US32433,05000US12131
12,131,32461,86000US32461,05000US12131
12,131,32455,86000US32455,05000US12131
28,017,38851,86000US38851,05000US28017
28,017,38860,86000US38860,05000US28017
28,017,38850,86000US38850,05000US28017
28,017,39776,86000US39776,05000US28017
02,130,99901,86000US99901,05000US02130
26,035,48622,86000US48622,05000US26035
26,035,48617,86000US48617,05000US26035
26,035,48632,86000US48632,05000US26035
26,035,48633,86000US48633,05000US26035
26,035,48625,86000US48625,05000US26035
20,157,66930,86000US66930,05000US20157
20,157,66966,86000US66966,05000US20157
20,157,66940,86000US66940,05000US20157
20,157,66935,86000US66935,05000US20157
20,157,66959,86000US66959,05000US20157
20,157,66960,86000US66960,05000US20157
20,157,66939,86000US66939,05000US20157
20,157,66964,86000US66964,05000US20157
12,127,32713,86000US32713,05000US12127
12,127,32738,86000US32738,05000US12127
12,127,32141,86000US32141,05000US12127
12,127,32763,86000US32763,05000US12127
12,127,32168,86000US32168,05000US12127
12,127,32132,86000US32132,05000US12127
12,127,32169,86000US32169,05000US12127
12,127,32744,86000US32744,05000US12127
12,127,32720,86000US32720,05000US12127
12,127,32724,86000US32724,05000US12127
12,127,32128,86000US32128,05000US12127
12,127,32127,86000US32127,05000US12127
12,127,32129,86000US32129,05000US12127
12,127,32130,86000US32130,05000US12127
12,127,32119,86000US32119,05000US12127
12,127,32124,86000US32124,05000US12127
12,127,32114,86000US32114,05000US12127
12,127,32118,86000US32118,05000US12127
12,127,32180,86000US32180,05000US12127
12,127,32117,86000US32117,05000US12127
12,127,32176,86000US32176,05000US12127
12,127,32190,86000US32190,05000US12127
12,127,32759,86000US32759,05000US12127
12,127,32764,86000US32764,05000US12127
12,127,32725,86000US32725,05000US12127
40,017,73036,86000US73036,05000US40017
40,017,73014,86000US73014,05000US40017
40,017,73762,86000US73762,05000US40017
40,017,73099,86000US73099,05000US40017
40,017,73078,86000US73078,05000US40017
40,017,73090,86000US73090,05000US40017
40,017,73064,86000US73064,05000US40017
72,115,00678,86000US00678,05000US72115
78,030,00802,86000US00802,05000US78030
78,030,00801,86000US00801,05000US78030
13,115,30124,86000US30124,05000US13115
13,115,30173,86000US30173,05000US13115
13,115,30147,86000US30147,05000US13115
13,115,30161,86000US30161,05000US13115
13,115,30165,86000US30165,05000US13115
13,115,30149,86000US30149,05000US13115
13,115,30105,86000US30105,05000US13115
32,001,89406,86000US89406,05000US32001
31,181,68970,86000US68970,05000US31181
31,181,68928,86000US68928,05000US31181
31,181,68930,86000US68930,05000US31181
31,181,68932,86000US68932,05000US31181
31,181,68952,86000US68952,05000US31181
31,181,68942,86000US68942,05000US31181
17,067,61450,86000US61450,05000US17067
17,067,62316,86000US62316,05000US17067
17,067,62380,86000US62380,05000US17067
17,067,62373,86000US62373,05000US17067
17,067,62379,86000US62379,05000US17067
17,067,62313,86000US62313,05000US17067
17,067,62334,86000US62334,05000US17067
17,067,62321,86000US62321,05000US17067
17,067,62341,86000US62341,05000US17067
17,067,62336,86000US62336,05000US17067
17,067,62354,86000US62354,05000US17067
17,067,62330,86000US62330,05000US17067
17,067,62358,86000US62358,05000US17067
17,067,62311,86000US62311,05000US17067
17,067,62374,86000US62374,05000US17067
46,067,57052,86000US57052,05000US46067
46,067,57029,86000US57029,05000US46067
46,067,57376,86000US57376,05000US46067
46,067,57366,86000US57366,05000US46067
46,067,57331,86000US57331,05000US46067
46,067,57045,86000US57045,05000US46067
41,013,97752,86000US97752,05000US41013
41,013,97751,86000US97751,05000US41013
41,013,97754,86000US97754,05000US41013
41,013,97753,86000US97753,05000US41013
50,011,05454,86000US05454,05000US50011
50,011,05448,86000US05448,05000US50011
50,011,05481,86000US05481,05000US50011
50,011,05441,86000US05441,05000US50011
50,011,05455,86000US05455,05000US50011
50,011,05478,86000US05478,05000US50011
50,011,05471,86000US05471,05000US50011
50,011,05483,86000US05483,05000US50011
50,011,05450,86000US05450,05000US50011
50,011,05485,86000US05485,05000US50011
50,011,05488,86000US05488,05000US50011
50,011,05447,86000US05447,05000US50011
50,011,05459,86000US05459,05000US50011
50,011,05476,86000US05476,05000US50011
50,011,05457,86000US05457,05000US50011
26,103,49879,86000US49879,05000US26103
26,103,49814,86000US49814,05000US26103
26,103,49819,86000US49819,05000US26103
26,103,49841,86000US49841,05000US26103
26,103,49833,86000US49833,05000US26103
